CNPJ;Nome;Tipo de Participante;Código CVM;Data;Status
81.616.807/0001-55;GRANJA FARIA S.A.;CIAS ABERTAS;27219;12/06/2023;Concedido
09.500.430/0001-47;GRANJA SANTA LUCIA SA;CIAS INCENTIVADAS REGISTRADAS;503550;25/08/2005;Cancelado
04.238.176/0001-37;GRANJA SANTA MARTA SA;CIAS INCENTIVADAS REGISTRADAS;508519;14/02/2012;Cancelado
04.238.176/0001-37;GRANJA SANTA MARTA SA;CIAS INCENTIVADAS REGISTRADAS;519367;15/09/2012;Cancelado
09.319.278/0001-09;GRANJA SAO JOAQUIM SA;CIAS INCENTIVADAS REGISTRADAS;514241;14/02/2012;Cancelado
27.657.717/0001-67;GRANJA WALKYRIA SA;CIAS INCENTIVADAS REGISTRADAS;508446;28/09/2008;Cancelado
07.591.258/0001-59;GRANJAS SAO JOSE SA;CIAS INCENTIVADAS REGISTRADAS;518123;25/05/2004;Cancelado
11.001.203/0001-19;GRANJITA INDL AVIC SA;CIAS INCENTIVADAS REGISTRADAS;508012;29/07/1994;Cancelado
88.925.029/0001-25;GRANOLEO SA CI SEMS OLEAGS DER;CIAS ABERTAS;6572;05/03/2008;Cancelado
23.445.513/0001-01;GRANOS GRANITOS DO NE SA;CIAS INCENTIVADAS REGISTRADAS;514098;14/02/2012;Cancelado
23.445.513/0001-01;GRANOS GRANITOS DO NE SA;CIAS INCENTIVADAS REGISTRADAS;519391;11/10/2012;Cancelado
33.714.304/0001-70;GRANPEIXE GRANJA P E SUINOS SA;CIAS INCENTIVADAS REGISTRADAS;513598;28/09/2008;Cancelado
32.481.343/0001-01;GRANSANTOS GRAN E MARMORES SA;CIAS INCENTIVADAS REGISTRADAS;513784;14/02/2012;Cancelado
09.793.167/0001-21;GRANVALE CIA AGROPECUARIA DO GRANDE VALE;CIAS INCENTIVADAS REGISTRADAS;500356;14/02/2012;Cancelado
07.653.777/0001-02;GRANVILLE CONFEC SA;CIAS INCENTIVADAS REGISTRADAS;506958;28/09/2008;Cancelado
12.147.732/0001-98;GRÃOS SELECIONADOS DO MARANHÃO SA;CIAS INCENTIVADAS REGISTRADAS;512648;25/07/2006;Cancelado
00.313.162/0001-80;GRAPIA SA;CIAS ABERTAS;15016;18/12/1998;Cancelado
06.865.794/0001-32;GRASA GRANJA SANTANA SA;CIAS INCENTIVADAS REGISTRADAS;512273;16/04/2009;Cancelado
87.377.016/0001-04;GRAVATAI SUL SA;CIAS ABERTAS;12904;22/03/2005;Cancelado
92.012.467/0001-70;GRAZZIOTIN SA;CIAS ABERTAS;4537;31/01/1979;Concedido
07.277.726/0001-15;GRENDENE DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;511668;06/09/1993;Cancelado
89.850.341/0001-60;GRENDENE SA;CIAS ABERTAS;19615;26/10/2004;Concedido
16.369.829/0001-04;GRIFFIN BRASIL LTDA;CIAS INCENTIVADAS REGISTRADAS;505595;03/11/2005;Cancelado
01.258.945/0001-70;GRUÇAI PARTICIPAÇÕES SA;CIAS ABERTAS;15695;16/08/2019;Cancelado
33.041.260/0652-90;GRUPO CASAS BAHIA S.A.;CIAS ABERTAS;6505;24/11/1981;Concedido
10.285.590/0001-08;GRUPO DE MODA SOMA S.A.;CIAS ABERTAS;25011;29/07/2020;Concedido
04.972.092/0001-22;GRUPO FARTURA DE HORTIFRUT S.A.;CIAS ABERTAS;26166;16/08/2021;Concedido
24.990.777/0001-09;GRUPO MATEUS S.A.;CIAS ABERTAS;25186;08/10/2020;Concedido
13.217.485/0001-11;GRUPO SBF S.A.;CIAS ABERTAS;24694;15/04/2019;Concedido
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;CIAS ABERTAS;26603;27/01/2022;Concedido
00.649.881/0001-76;GTD PARTICIPACOES SA;CIAS ABERTAS;14915;07/04/2015;Cancelado
06.526.131/0001-93;GUADALAJARA SA IND DE ROUPAS;CIAS INCENTIVADAS REGISTRADAS;509191;26/11/1997;Cancelado
08.214.850/0001-02;GUAGIRU AGROPECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;512630;29/01/1998;Cancelado
07.574.718/0001-30;GUAIUBA AGROPECUÁRIA S/A;CIAS INCENTIVADAS REGISTRADAS;505765;21/10/2020;Cancelado
04.996.104/0001-59;GUAJARA BUFALOS SA;CIAS INCENTIVADAS REGISTRADAS;513016;14/10/2011;Cancelado
06.868.228/0001-84;GUANABARA AGRO INDUSTRIAL S A;CIAS INCENTIVADAS REGISTRADAS;510491;28/09/2008;Cancelado
04.096.095/0001-40;GUANHAMBI AGRI E COM SA;CIAS INCENTIVADAS REGISTRADAS;508357;14/02/2012;Cancelado
05.011.341/0001-86;GUARAMA - GUARANA DA AMAZONIA SA;CIAS INCENTIVADAS REGISTRADAS;519090;17/05/2011;Cancelado
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;CIAS ABERTAS;4669;16/10/1958;Concedido
08.810.422/0001-34;GUARARAPES PAINÉIS S.A.;CIAS ABERTAS;26115;28/12/2023;Cancelado
08.573.842/0001-44;GUARARAPES TEXTIL SA;CIAS INCENTIVADAS REGISTRADAS;502014;30/10/2001;Cancelado
30.788.149/0001-48;GUARDIAN COMPANHIA SECURITIZADORA;CIAS ABERTAS;24562;28/12/2023;Cancelado
13.096.763/0001-20;GUFI GP UNIDO DE FIACAO SA;CIAS INCENTIVADAS REGISTRADAS;501433;17/10/2011;Cancelado
58.962.275/0001-96;GURGEL MOTORES SA;CIAS ABERTAS;13382;22/03/2005;Cancelado
62.278.783/0001-27;GURGEL SA PARTICIPACOES;CIAS ABERTAS;12050;22/03/2005;Cancelado
31.760.176/0001-75;GURIRI HOTEIS E TURISMO SA;CIAS INCENTIVADAS REGISTRADAS;513318;08/02/2010;Cancelado
03.420.904/0001-64;GVT HOLDING S/A;CIAS ABERTAS;20117;07/05/2010;Cancelado
10.737.120/0001-20;GYPSUM DO NE SA IC DE GESSO;CIAS ABERTAS;6610;22/03/2005;Cancelado
09.304.427/0001-58;HABITASEC SECURITIZADORA SA;CIAS ABERTAS;21628;30/06/2022;Cancelado
03.230.570/0001-66;HADDAD PARK HOTEL SA;CIAS INCENTIVADAS REGISTRADAS;515140;24/10/2012;Cancelado
30.540.991/0001-66;HAGA S.A. INDÚSTRIA E COMÉRCIO;CIAS ABERTAS;13366;01/09/1988;Concedido
34.111.187/0001-12;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;CIAS ABERTAS;13960;20/06/2000;Cancelado
10.308.997/0001-03;HALLEY SA-GRAFICA E EDITORA;CIAS INCENTIVADAS REGISTRADAS;500194;14/02/2012;Cancelado
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;CIAS ABERTAS;24392;20/04/2018;Concedido
31.685.977/0001-13;HARPIA - AGROCOMERCIAL SA;CIAS INCENTIVADAS REGISTRADAS;511919;11/12/1998;Cancelado
13.407.573/0001-86;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;CIAS ABERTAS;22578;07/06/2016;Cancelado
06.965.529/0001-26;HASA HOLANDA AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;506311;14/02/2012;Cancelado
56.444.250/0001-75;HAUSCENTER SA;CIAS ABERTAS;14850;02/05/1995;Concedido
14.785.152/0001-51;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;CIAS ABERTAS;25402;18/12/2020;Concedido
49.263.189/0001-02;HELBOR EMPREENDIMENTOS S/A;CIAS ABERTAS;20877;09/07/2007;Concedido
32.431.519/0001-10;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;CIAS ABERTAS;27332;30/10/2023;Concedido
92.749.225/0001-63;HERCULES S/A - FABRICA DE TALHERES;CIAS ABERTAS;6629;01/11/1968;Concedido
82.647.942/0001-20;HERING SA BRINQ INST MUSICAIS;CIAS ABERTAS;13137;22/03/2005;Cancelado
30.552.483/0001-06;HERINGER AGRI SA;CIAS INCENTIVADAS REGISTRADAS;509540;07/01/1993;Cancelado
84.590.892/0001-18;HERMASA NAVEGAÇÃO DA AMAZÔNIA S/A;CIAS INCENTIVADAS REGISTRADAS;517950;24/01/2017;Cancelado
31.467.236/0001-66;HEXAGONAL HOTEIS E TURISMO  SA;CIAS INCENTIVADAS REGISTRADAS;513288;09/12/2004;Cancelado
15.682.669/0001-88;HIDROGRU SA IND E COM;CIAS INCENTIVADAS REGISTRADAS;503940;14/02/2012;Cancelado
05.054.358/0001-10;HIDROSERVICE DA AMAZÔNIA S/A AGROPECUÁRIA E INDUSTRIAL;CIAS INCENTIVADAS REGISTRADAS;509930;03/05/2013;Cancelado
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;CIAS ABERTAS;22675;14/12/2011;Concedido
05.173.778/0001-16;HILEIA AGROINDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;519014;30/08/2010;Cancelado
30.577.779/0001-73;HILL PARK HOTEL TUR HOTELAR SA;CIAS INCENTIVADAS REGISTRADAS;516937;01/02/2012;Cancelado
60.904.810/0001-02;HINDI CIA BRAS DE HABITACOES;CIAS ABERTAS;6661;29/11/1990;Cancelado
39.393.829/0001-37;HLASA PARTICIPAÇÕES S.A.;CIAS ABERTAS;25364;10/01/2022;Cancelado
40.159.947/0001-64;HMOBI PARTICIPAÇÕES S.A;CIAS ABERTAS;25674;07/04/2021;Concedido
61.150.397/0001-92;HOECHST BRASIL QUIM FARM SA;CIAS ABERTAS;12335;12/02/1996;Cancelado
60.861.788/0001-52;HOECHST BRASIL SA QUIM FARM;CIAS ABERTAS;6670;12/02/1996;Cancelado
08.643.660/0001-00;HOLANDESA AGROPECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;507598;28/09/2008;Cancelado
18.903.785/0001-78;HOLDING DO ARAGUAIA S.A.;CIAS ABERTAS;26565;23/12/2021;Concedido
23.864.409/0001-51;HOLDING VERZANI & SANDRINI S.A.;CIAS ABERTAS;26689;12/08/2022;Cancelado
00.924.432/0001-99;HOPI HARI SA;CIAS ABERTAS;15377;30/05/2018;Cancelado
06.564.793/0001-58;HORIZONTE AVIC E INDL SA;CIAS INCENTIVADAS REGISTRADAS;508543;16/11/2012;Cancelado
06.564.793/0001-58;HORIZONTE AVIC E INDL SA;CIAS INCENTIVADAS REGISTRADAS;519588;08/08/2013;Cancelado
02.560.878/0001-07;HOSPITAL ANCHIETA S.A.;CIAS ABERTAS;26468;08/12/2021;Concedido
25.249.439/0001-83;HOSPITAL CARE CALEDONIA S.A.;CIAS ABERTAS;25771;28/04/2021;Concedido
00.949.959/0001-78;HOSPITAL LA SANTE SA;CIAS ABERTAS;15466;27/04/2004;Cancelado
16.676.520/0001-59;HOSPITAL MATER DEI S.A.;CIAS ABERTAS;25690;14/04/2021;Concedido
31.767.528/0001-14;HOSTESS HOTEL S/A;CIAS INCENTIVADAS REGISTRADAS;508314;08/11/2011;Cancelado
92.689.264/0001-12;HOTEIS CHARRUA SA;CIAS INCENTIVADAS REGISTRADAS;512737;19/06/2000;Cancelado
08.771.578/0001-53;HOTEIS DA FONTE S/A;CIAS INCENTIVADAS REGISTRADAS;502650;30/03/2005;Cancelado
76.687.821/0001-00;HOTEIS DO PARANA SA HOTEPAR;CIAS INCENTIVADAS REGISTRADAS;518204;09/09/2003;Cancelado
11.727.781/0001-37;HOTEIS E TURISMO FLORESTA S/A;CIAS INCENTIVADAS REGISTRADAS;502138;22/09/2010;Cancelado
33.858.168/0001-91;HOTEIS E TURISMO GUANABARA SA;CIAS ABERTAS;6696;13/03/2015;Cancelado
54.175.476/0001-92;HOTEIS ELDORADO CUIABA SA;CIAS INCENTIVADAS REGISTRADAS;500569;28/11/2008;Cancelado
08.008.807/0001-82;HOTEIS G P SA;CIAS INCENTIVADAS REGISTRADAS;502855;12/05/2004;Cancelado
03.150.745/0001-25;HOTEIS GLOBAL SA;CIAS INCENTIVADAS REGISTRADAS;504823;14/02/2012;Cancelado
33.200.049/0001-47;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;CIAS ABERTAS;6700;08/08/1980;Concedido
24.693.756/0001-21;HOTEIS RIO ALEGRE SA;CIAS INCENTIVADAS REGISTRADAS;514896;01/06/2017;Cancelado
09.276.932/0001-36;HOTEIS SALINAS SA;CIAS INCENTIVADAS REGISTRADAS;502359;29/04/2010;Cancelado
82.602.426/0001-80;HOTEIS TANNENHOF SA;CIAS ABERTAS;6718;19/09/1990;Cancelado
92.950.351/0001-81;HOTEL ACORES SA;CIAS INCENTIVADAS REGISTRADAS;518506;21/09/2006;Cancelado
27.021.542/0001-05;HOTEL ATLANTICO SA;CIAS INCENTIVADAS REGISTRADAS;517135;12/02/1998;Cancelado
08.601.353/0001-59;HOTEL CABO BRANCO SA;CIAS INCENTIVADAS REGISTRADAS;503789;03/11/2005;Cancelado
08.603.680/0001-40;HOTEL CAICARA S/A;CIAS INCENTIVADAS REGISTRADAS;511234;14/02/2012;Cancelado
09.344.391/0001-36;HOTEL COSTA AZUL S/A;CIAS INCENTIVADAS REGISTRADAS;511641;21/03/2023;Cancelado
10.238.962/0001-37;HOTEL EQUINOCIOS S/A;CIAS INCENTIVADAS REGISTRADAS;510998;21/01/1997;Cancelado
32.418.485/0001-24;HOTEL ERVA DOCE SA;CIAS INCENTIVADAS REGISTRADAS;513660;19/12/2006;Cancelado
27.012.137/0001-12;HOTEL ESPADARTE SA.;CIAS INCENTIVADAS REGISTRADAS;515612;03/11/2005;Cancelado
07.487.952/0001-20;HOTEL FAZ VILA VERDE SA;CIAS INCENTIVADAS REGISTRADAS;509256;14/02/2012;Cancelado
07.199.284/0001-36;HOTEL FLAMINGO SA;CIAS INCENTIVADAS REGISTRADAS;501824;30/03/2002;Cancelado
30.686.810/0001-04;HOTEL PRAIA SOL SA;CIAS INCENTIVADAS REGISTRADAS;514829;13/07/2007;Cancelado
15.675.715/0001-11;HOUSI S.A.;CIAS ABERTAS;25313;21/06/2022;Cancelado
60.891.751/0001-77;HOWA S.A. INDUSTRIAS MECANICAS;CIAS ABERTAS;6734;18/12/1984;Cancelado
12.827.269/0001-25;HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A;CIAS ABERTAS;24376;15/06/2020;Cancelado
34.262.972/0001-76;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;CIAS ABERTAS;8915;03/08/1990;Cancelado
34.262.972/0001-76;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;CIAS ABERTAS;15210;29/10/2004;Cancelado
44.847.374/0001-12;HSBC LEASING A.M.(BRASIL) SA;CIAS ABERTAS;736;23/12/1999;Cancelado
76.538.446/0001-36;HSBC SEGUROS BRASIL SA;CIAS ABERTAS;728;26/12/2000;Cancelado
67.760.702/0001-44;HSBX BAURU EMPREENDIMENTOS SA;CIAS ABERTAS;14095;16/09/2009;Cancelado
50.991.421/0001-08;HUMAITA SA;CIAS ABERTAS;12149;19/12/1989;Cancelado
40.760.921/0001-77;HUMAITA SECURITIZADORA S/A;CIAS ABERTAS;25968;30/06/2022;Cancelado
18.483.666/0001-03;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A;CIAS ABERTAS;25933;10/06/2021;Concedido
08.400.426/0001-44;HUMUS NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;512338;14/02/2012;Cancelado
08.400.426/0001-44;HUMUS NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;520608;19/05/2017;Cancelado
84.685.189/0001-93;HUSKY SA;CIAS ABERTAS;13218;09/01/2007;Cancelado
01.180.474/0001-25;HYDE PARK SA;CIAS ABERTAS;15580;09/01/2007;Cancelado
02.932.074/0001-91;HYPERA S/A;CIAS ABERTAS;21431;16/04/2008;Concedido
22.955.017/0001-35;IANDE AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;510955;28/09/2008;Cancelado
34.270.520/0001-36;IBM LEASING ARREND MERC SA;CIAS ABERTAS;14257;09/01/1995;Cancelado
32.670.812/0001-30;IBOTIRAMA AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;513857;14/02/2012;Cancelado
32.670.812/0001-30;IBOTIRAMA AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;520209;11/12/2015;Cancelado
04.211.629/0001-31;IBREL SA;CIAS INCENTIVADAS REGISTRADAS;513580;28/09/2008;Cancelado
16.280.315/0001-70;ICA PRODS QUIM DA BAHIA SA;CIAS INCENTIVADAS REGISTRADAS;511315;28/09/2008;Cancelado
17.157.264/0001-56;ICAL IND DE CALCINACAO SA;CIAS ABERTAS;6785;23/02/1989;Cancelado
10.969.780/0001-36;ICANOR SA ARAMES E CABOS;CIAS ABERTAS;6793;26/10/1984;Cancelado
11.491.842/0001-00;ICEBRAS-IND CERAMICA BRASIL SA;CIAS INCENTIVADAS REGISTRADAS;512460;28/09/2008;Cancelado
49.058.555/0001-83;IDEROL SA EQUIPS RODOVIARIOS;CIAS ABERTAS;13692;20/12/2005;Cancelado
49.867.112/0001-33;IFEMA SA I DE CONDS ELETRICOS;CIAS ABERTAS;6807;19/09/1989;Cancelado
40.593.395/0001-06;IFIN PARTICIPACOES S.A.;CIAS ABERTAS;26905;28/07/2022;Concedido
11.578.390/0001-06;IGARA PARTICIPAÇÕES S/A;CIAS INCENTIVADAS REGISTRADAS;508039;06/04/2006;Cancelado
11.254.661/0001-60;IGARITE AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;502022;14/02/2012;Cancelado
43.185.362/0001-07;IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL;CIAS ABERTAS;6815;07/06/2023;Cancelado
10.779.288/0001-06;IGB IND GRAFICA BRASILEIRA SA;CIAS INCENTIVADAS REGISTRADAS;502677;14/02/2012;Cancelado
42.353.180/0001-35;IGUÁ RIO DE JANEIRO S.A.;CIAS ABERTAS;26727;30/03/2022;Concedido
08.159.965/0001-33;IGUA SANEAMENTO S.A.;CIAS ABERTAS;22403;23/03/2011;Cancelado
08.159.965/0001-33;IGUA SANEAMENTO S.A.;CIAS ABERTAS;23175;13/05/2013;Concedido
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;CIAS ABERTAS;15113;03/03/2017;Cancelado
51.218.147/0001-93;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A;CIAS ABERTAS;20494;02/02/2007;Concedido
60.543.816/0001-93;IGUATEMI S.A.;CIAS ABERTAS;8672;12/03/1946;Concedido
60.484.797/0001-71;IKPC INDS KLABIN PAPEL CEL SA;CIAS ABERTAS;7420;28/12/2001;Cancelado
08.815.060/0001-74;ILCASA IND LAT CAMPINA GDE SA;CIAS INCENTIVADAS REGISTRADAS;509124;27/10/2006;Cancelado
06.931.323/0001-85;ILHA AGROPECUARIA SA;CIAS INCENTIVADAS REGISTRADAS;509183;23/07/2002;Cancelado
05.013.206/0001-70;ILHA DE MARAJO HOTEIS SA;CIAS INCENTIVADAS REGISTRADAS;513059;14/02/2012;Cancelado
40.909.087/0001-39;ILOBRAS IND LENTES OFT BR SA;CIAS INCENTIVADAS REGISTRADAS;516376;14/02/2012;Cancelado
33.679.069/0001-42;ILSA - INDS LUELLMA SA;CIAS INCENTIVADAS REGISTRADAS;513300;14/02/2012;Cancelado
04.972.980/0001-45;IMACO SA IND METALURGICA;CIAS INCENTIVADAS REGISTRADAS;511480;14/02/2012;Cancelado
61.599.734/0001-23;IMAT S/A SOC AGRI E PECUARIA;CIAS INCENTIVADAS REGISTRADAS;511021;09/04/1998;Cancelado
78.571.411/0001-24;IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA;CIAS ABERTAS;21318;05/11/2008;Cancelado
92.783.646/0001-00;IMCOSUL SA;CIAS ABERTAS;6831;20/12/2005;Cancelado
16.532.798/0001-52;IMERYS RIO CAPIM CAULIM S/A;CIAS INCENTIVADAS REGISTRADAS;515582;06/08/2008;Cancelado
12.547.840/0001-58;IMETAMAR IND MEC METALURG SA;CIAS INCENTIVADAS REGISTRADAS;506001;28/09/2008;Cancelado
00.808.469/0001-51;IMPASA IMPERATRIZ AGROPASTORIL SA;CIAS INCENTIVADAS REGISTRADAS;512800;14/02/2012;Cancelado
04.786.919/0001-03;IMPERATRIZ PEC E INDL SA;CIAS INCENTIVADAS REGISTRADAS;511862;28/08/2006;Cancelado
24.097.453/0001-46;IMPERIAL AGRICULT IRRIGADA SA;CIAS INCENTIVADAS REGISTRADAS;508810;28/09/2008;Cancelado
06.913.115/0001-53;IMPERIAL AGROIND MARANHÃO SA;CIAS INCENTIVADAS REGISTRADAS;508071;28/09/2008;Cancelado
06.767.982/0001-28;IMPERIAL MONÇÃO AGROPEC  SA;CIAS INCENTIVADAS REGISTRADAS;500305;28/09/2008;Cancelado
33.123.118/0001-66;IMPERIO LISAMAR SA IND E COM;CIAS ABERTAS;14567;07/08/2007;Cancelado
04.893.996/0001-62;IMPORTADORA DE FERRAGENS SA;CIAS ABERTAS;6840;04/01/2010;Cancelado
27.263.805/0001-84;INACARB IND NAC DE CARBON SA;CIAS INCENTIVADAS REGISTRADAS;516279;06/01/1995;Cancelado
06.425.144/0001-76;INAVE S/A - INDÚSTRIA E NAVEGAÇÃO;CIAS INCENTIVADAS REGISTRADAS;503886;14/02/2012;Cancelado
61.081.972/0001-42;INBRAC SA CONDUTORES ELETRICOS;CIAS ABERTAS;6874;05/03/2002;Cancelado
39.620.349/0001-61;INBRAC VITORIA SA;CIAS INCENTIVADAS REGISTRADAS;515850;30/08/1995;Cancelado
09.054.385/0001-44;INBRANDS SA;CIAS ABERTAS;22560;08/08/2011;Concedido
06.629.695/0001-51;INBRASMA IND BRAS MARMORE SA;CIAS INCENTIVADAS REGISTRADAS;506893;14/02/2012;Cancelado
09.611.768/0001-76;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;CIAS ABERTAS;24279;09/11/2017;Concedido
04.620.209/0001-09;INCASA IND CER DO ACRE SA;CIAS INCENTIVADAS REGISTRADAS;508934;28/09/2008;Cancelado
30.567.713/0001-00;INCOMIL IND E COM MINERIOS SA;CIAS INCENTIVADAS REGISTRADAS;516112;19/01/1999;Cancelado
13.609.391/0001-98;INCON PRODS ALIM SA;CIAS INCENTIVADAS REGISTRADAS;510629;14/02/2012;Cancelado
37.240.330/0001-64;INCOPLASTINS IND COM EMB TO SA;CIAS INCENTIVADAS REGISTRADAS;514730;14/02/2012;Cancelado
39.801.279/0001-48;INCOSPAL CONSTRUÇÕES PRÉ-FABRICADAS S/A;CIAS INCENTIVADAS REGISTRADAS;518271;15/09/2011;Cancelado
06.565.402/0001-10;IND ALIMS DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;503983;14/02/2012;Cancelado
15.126.626/0001-16;IND AZULEJOS BAHIA SA;CIAS ABERTAS;6955;30/01/2018;Cancelado
16.112.484/0001-09;IND BAHIANA DE ARTEF DE PAP SA;CIAS INCENTIVADAS REGISTRADAS;515060;29/12/1998;Cancelado
15.102.692/0001-56;IND BAHIANA DE LAJES SA;CIAS ABERTAS;6912;22/03/2005;Cancelado
04.393.401/0001-00;IND BEBS ANTARCTICA AMAZ  SA;CIAS ABERTAS;6963;11/01/1999;Cancelado
23.536.691/0001-48;IND BEBS ANTARCTICA MG SA;CIAS ABERTAS;3581;11/01/1999;Cancelado
17.317.686/0001-41;IND BEBS ANTARCTICA MG SA;CIAS ABERTAS;6971;17/01/1995;Cancelado
32.993.529/0001-40;IND BEBS ANTARCTICA MT SA;CIAS ABERTAS;13684;26/07/1990;Cancelado
15.182.652/0001-61;IND BEBS ANTARCTICA NORTE-NORDESTE SA;CIAS ABERTAS;6980;01/11/2001;Cancelado
09.259.821/0001-11;IND BEBS ANTARCTICA PARAIBA SA;CIAS ABERTAS;13188;11/01/1999;Cancelado
05.234.760/0001-87;IND BEBS ANTARCTICA PIAUI SA;CIAS ABERTAS;6998;11/01/1999;Cancelado
95.424.479/0001-08;IND BEBS ANTARCTICA POLAR SA;CIAS ABERTAS;7005;31/05/2001;Cancelado
08.473.852/0001-08;IND BEBS ANTARCTICA RN SA;CIAS ABERTAS;13668;11/01/1999;Cancelado
08.473.852/0001-08;IND BEBS ANTARCTICA RN SA;CIAS INCENTIVADAS REGISTRADAS;502391;24/10/1990;Cancelado
04.932.265/0001-89;IND BIOL FARMACEUTICA AMAZ SA;CIAS ABERTAS;6920;22/03/2005;Cancelado
07.367.055/0001-83;IND BRAS ARTEF PLASTICOS SA;CIAS INCENTIVADAS REGISTRADAS;507660;09/06/2006;Cancelado
07.197.890/0001-12;IND BRAS DE SAL SA;CIAS INCENTIVADAS REGISTRADAS;520403;30/06/2016;Cancelado
89.716.138/0001-03;IND CALCADOS ERNO SA;CIAS ABERTAS;7013;20/12/2005;Cancelado
04.990.958/0001-28;IND CERAMICA AMAZONIA SA INCA;CIAS ABERTAS;6947;14/02/2007;Cancelado
04.718.730/0001-83;IND COM DE MOVEIS TUPI SA;CIAS INCENTIVADAS REGISTRADAS;513547;14/02/2012;Cancelado
09.717.646/0001-69;IND COM DE OLEOS ARARIPINA SA;CIAS INCENTIVADAS REGISTRADAS;520020;26/01/2015;Cancelado
10.324.663/0001-15;IND COM DE PISOS CERAMICO SA;CIAS INCENTIVADAS REGISTRADAS;514047;14/02/2012;Cancelado
02.393.692/0001-00;IND COM DE REFRIG DA AMAZ. SA;CIAS INCENTIVADAS REGISTRADAS;514756;17/07/2004;Cancelado
08.685.729/0001-50;IND COM DE TELAS SA;CIAS INCENTIVADAS REGISTRADAS;509370;31/01/2006;Cancelado
09.270.539/0001-35;IND COM GONÇALVES MONTEIRO SA;CIAS INCENTIVADAS REGISTRADAS;511609;28/09/2008;Cancelado
06.920.268/0001-28;IND COM PAPEIS SA;CIAS INCENTIVADAS REGISTRADAS;509680;14/02/2012;Cancelado
08.045.668/0001-67;IND CONFEC SPARTA NE SA;CIAS INCENTIVADAS REGISTRADAS;505722;07/01/1993;Cancelado
27.739.200/0001-17;IND CONFECÇÕES OMEGA SA;CIAS INCENTIVADAS REGISTRADAS;517348;15/03/2005;Cancelado
12.777.728/0001-03;IND DE CALCADOS CARPINA SA;CIAS INCENTIVADAS REGISTRADAS;502227;25/01/1993;Cancelado
95.814.083/0001-69;IND DE MAQS AGRICOLAS IDEAL SA;CIAS ABERTAS;7072;06/05/1991;Cancelado
51.329.092/0001-99;IND DE PAPEL PIRACICABA SA;CIAS ABERTAS;7102;23/12/1986;Cancelado
07.200.959/0001-10;IND DE PESCA DO CEARA SA - IPECEA;CIAS INCENTIVADAS REGISTRADAS;517941;18/01/2001;Cancelado
31.298.359/0001-10;IND FRANCISCANA DE M E BISC SA;CIAS INCENTIVADAS REGISTRADAS;514527;14/02/2012;Cancelado
90.724.345/0001-80;IND MAQS AGRICOLAS FUCHS SA;CIAS ABERTAS;7064;25/10/2012;Cancelado
11.104.692/0001-34;IND MARANHENSE DE PLASTICOS SA;CIAS INCENTIVADAS REGISTRADAS;509221;23/07/2002;Cancelado
04.554.671/0001-55;IND MARONI SA;CIAS INCENTIVADAS REGISTRADAS;517330;14/02/2012;Cancelado
28.053.387/0001-63;IND MASSAS E BISCOITOS ALCOBAÇA SA;CIAS ABERTAS;9920;12/01/1988;Cancelado
28.053.387/0001-63;IND MASSAS E BISCOITOS ALCOBAÇA SA;CIAS INCENTIVADAS REGISTRADAS;512168;14/02/2012;Cancelado
30.819.585/0001-37;IND METALURGICA IGUACU SA;CIAS ABERTAS;7218;20/12/2005;Cancelado
08.815.979/0001-68;IND METALURGICA SILVANA SA;CIAS INCENTIVADAS REGISTRADAS;517127;17/09/1997;Cancelado
